DATE,NAV
"May 31, 2017",98.22
"May 30, 2017",98.17
"May 29, 2017",98.03
"May 26, 2017",97.89
"May 25, 2017",97.05
"May 24, 2017",95.53
"May 23, 2017",95.8
"May 22, 2017",96.36
"May 19, 2017",96.25
"May 18, 2017",96.23
"May 17, 2017",97.21
"May 16, 2017",97.06
"May 15, 2017",96.31
"May 12, 2017",95.95
"May 11, 2017",96.11
"May 10, 2017",96
"May 09, 2017",95.11
"May 08, 2017",95.03
"May 05, 2017",94.9
"May 04, 2017",95.56
"May 03, 2017",95.04
"May 02, 2017",95.03
"Apr 28, 2017",94.99
"Apr 27, 2017",95.35
"Apr 26, 2017",95.41
"Apr 25, 2017",94.92
"Apr 24, 2017",94.15
"Apr 21, 2017",93.11
"Apr 20, 2017",93.36
"Apr 19, 2017",93.07
"Apr 18, 2017",92.96
"Apr 17, 2017",93.45
"Apr 13, 2017",93.51
"Apr 12, 2017",94.04
"Apr 11, 2017",94.34
"Apr 10, 2017",93.92
"Apr 07, 2017",93.97
"Apr 06, 2017",94.54
"Apr 05, 2017",94.53
"Apr 03, 2017",94.41
"Mar 31, 2017",93.83
"Mar 30, 2017",93.76
"Mar 29, 2017",93.24
"Mar 28, 2017",92.98
"Mar 27, 2017",92.6
"Mar 24, 2017",93.31
"Mar 23, 2017",93
"Mar 22, 2017",92.28
"Mar 21, 2017",93.31
"Mar 20, 2017",93.26
"Mar 17, 2017",93.44
"Mar 16, 2017",93.46
"Mar 15, 2017",92.7
"Mar 14, 2017",92.74
"Mar 10, 2017",91.45
"Mar 09, 2017",91.5
"Mar 08, 2017",91.08
"Mar 07, 2017",91.31
"Mar 06, 2017",91.56
"Mar 03, 2017",91.04
"Mar 02, 2017",91.07
"Mar 01, 2017",91.6
"Feb 28, 2017",90.67
"Feb 27, 2017",90.75
"Feb 23, 2017",91.13
"Feb 22, 2017",90.96
"Feb 21, 2017",90.72
"Feb 20, 2017",90.5
"Feb 17, 2017",89.95
"Feb 16, 2017",89.51
"Feb 15, 2017",89.04
"Feb 14, 2017",89.75
"Feb 13, 2017",89.7
"Feb 10, 2017",89.59
"Feb 09, 2017",89.46
"Feb 08, 2017",89.44
"Feb 07, 2017",89.37
"Feb 06, 2017",89.66
"Feb 03, 2017",88.99
"Feb 02, 2017",88.9
"Feb 01, 2017",88.73
"Jan 31, 2017",87.23
"Jan 30, 2017",87.94
"Jan 27, 2017",87.99
"Jan 25, 2017",87.46
"Jan 24, 2017",86.28
"Jan 23, 2017",85.46
"Jan 20, 2017",85.1
"Jan 19, 2017",85.95
"Jan 18, 2017",85.75
"Jan 17, 2017",85.56
"Jan 16, 2017",85.77
"Jan 13, 2017",85.6
"Jan 12, 2017",85.67
"Jan 11, 2017",85.43
"Jan 10, 2017",84.45
"Jan 09, 2017",84.13
"Jan 06, 2017",84.23
"Jan 05, 2017",84.39
"Jan 04, 2017",83.58
"Jan 03, 2017",83.61
"Jan 02, 2017",83.51
"Dec 30, 2016",83.49
"Dec 29, 2016",82.58
"Dec 28, 2016",81.86
"Dec 27, 2016",81.86
"Dec 26, 2016",80.78
"Dec 23, 2016",81.65
"Dec 22, 2016",81.59
"Dec 21, 2016",82.53
"Dec 20, 2016",82.62
"Dec 19, 2016",82.89
"Dec 16, 2016",83.04
"Dec 15, 2016",83.27
"Dec 14, 2016",83.43
"Dec 13, 2016",83.87
"Dec 12, 2016",83.35
"Dec 09, 2016",84.19
"Dec 08, 2016",84
"Dec 07, 2016",82.8
"Dec 06, 2016",83.25
"Dec 05, 2016",83.18
"Dec 02, 2016",82.62
"Dec 01, 2016",83.53
"Nov 30, 2016",83.92
"Nov 29, 2016",83.4
"Nov 28, 2016",83.25
"Nov 25, 2016",82.85
"Nov 24, 2016",81.76
"Nov 23, 2016",82.25
"Nov 22, 2016",82
"Nov 21, 2016",81.31
"Nov 18, 2016",82.68
"Nov 17, 2016",82.98
"Nov 16, 2016",82.95
"Nov 15, 2016",83.09
"Nov 11, 2016",85.01
"Nov 10, 2016",87.53
"Nov 09, 2016",86.24
"Nov 08, 2016",88.16
"Nov 07, 2016",87.25
"Nov 04, 2016",86.35
"Nov 03, 2016",87.07
"Nov 02, 2016",87.25
"Nov 01, 2016",88.18
"Oct 30, 2016",880.01
"Oct 28, 2016",88.18
"Oct 27, 2016",88.08
"Oct 26, 2016",87.93
"Oct 25, 2016",88.7
"Oct 24, 2016",88.77
"Oct 21, 2016",88.61
"Oct 20, 2016",88.67
"Oct 19, 2016",88.21
"Oct 18, 2016",88.19
"Oct 17, 2016",86.91
"Oct 14, 2016",87.73
"Oct 13, 2016",87.41
"Oct 10, 2016",88.96
"Oct 07, 2016",88.58
"Oct 06, 2016",88.68
"Oct 05, 2016",89.09
"Oct 04, 2016",89.29
"Oct 03, 2016",89.18
"Sep 30, 2016",87.86
"Sep 29, 2016",88.06
"Sep 28, 2016",89.26
"Sep 27, 2016",88.86
"Sep 26, 2016",89.22
"Sep 23, 2016",90.03
"Sep 22, 2016",90.36
"Sep 21, 2016",89.57
"Sep 20, 2016",89.68
"Sep 19, 2016",89.76
"Sep 16, 2016",89.48
"Sep 15, 2016",89.13
"Sep 14, 2016",89.22
"Sep 12, 2016",89.11
"Sep 09, 2016",90.58
"Sep 08, 2016",91.28
"Sep 07, 2016",90.89
"Sep 06, 2016",90.98
"Sep 02, 2016",89.62
"Sep 01, 2016",89.43
"Aug 31, 2016",89.62
"Aug 30, 2016",88.97
"Aug 29, 2016",87.64
"Aug 26, 2016",87.37
"Aug 25, 2016",87.75
"Aug 24, 2016",88.07
"Aug 23, 2016",87.86
"Aug 22, 2016",87.81
"Aug 19, 2016",88.27
"Aug 18, 2016",88.26
"Aug 17, 2016",87.72
"Aug 16, 2016",88.03
"Aug 12, 2016",88.06
"Aug 11, 2016",87.47
"Aug 10, 2016",87.61
"Aug 09, 2016",88.34
"Aug 08, 2016",88.67
"Aug 05, 2016",88.39
"Aug 04, 2016",87.22
"Aug 03, 2016",87.06
"Aug 02, 2016",87.95
"Aug 01, 2016",87.97
"Jul 29, 2016",88.11
"Jul 28, 2016",88.12
"Jul 27, 2016",87.7
"Jul 26, 2016",87.59
"Jul 25, 2016",87.96
"Jul 22, 2016",86.92
"Jul 21, 2016",86.58
"Jul 20, 2016",87.15
"Jul 19, 2016",86.67
"Jul 18, 2016",86.5
"Jul 15, 2016",86.8
"Jul 14, 2016",86.94
"Jul 13, 2016",86.55
"Jul 12, 2016",86.53
"Jul 11, 2016",86.02
"Jul 08, 2016",84.54
"Jul 07, 2016",84.71
"Jul 05, 2016",84.65
"Jul 04, 2016",85.09
"Jul 01, 2016",84.53
"Jun 30, 2016",84.29
"Jun 29, 2016",83.27
"Jun 28, 2016",82.47
"Jun 27, 2016",82.45
"Jun 24, 2016",82.49
"Jun 23, 2016",83.96
"Jun 22, 2016",83.26
"Jun 21, 2016",83.36
"Jun 20, 2016",83.63
"Jun 17, 2016",82.91
"Jun 16, 2016",82.92
"Jun 15, 2016",83.19
"Jun 14, 2016",82.67
"Jun 13, 2016",82.6
"Jun 10, 2016",83.12
"Jun 09, 2016",83.38
"Jun 08, 2016",84.05
"Jun 07, 2016",83.8
"Jun 06, 2016",83.1
"Jun 03, 2016",83.23
"Jun 02, 2016",83.5
"Jun 01, 2016",82.89
"May 31, 2016",82.67
"May 30, 2016",82.76
"May 27, 2016",82.43
"May 26, 2016",81.52
"May 25, 2016",80.23
"May 24, 2016",78.41
"May 23, 2016",78.46
"May 20, 2016",78.71
"May 19, 2016",78.82
"May 18, 2016",79.59
"May 17, 2016",79.84
"May 16, 2016",79.8
"May 13, 2016",79.02
"May 12, 2016",79.91
"May 11, 2016",79.36
"May 10, 2016",79.83
"May 09, 2016",79.67
"May 06, 2016",78.55
"May 05, 2016",78.73
"May 04, 2016",78.17
"May 03, 2016",78.66
"May 02, 2016",79.12
"Apr 29, 2016",79.52
"Apr 28, 2016",79.47
"Apr 27, 2016",80.69
"Apr 26, 2016",80.63
"Apr 25, 2016",79.49
"Apr 22, 2016",79.91
"Apr 21, 2016",80.04
"Apr 20, 2016",80.11
"Apr 18, 2016",80.04
"Apr 13, 2016",79.33
"Apr 12, 2016",78.09
"Apr 11, 2016",77.84
"Apr 08, 2016",76.76
"Apr 07, 2016",76.49
"Apr 06, 2016",77.29
"Apr 05, 2016",77.25
"Apr 04, 2016",78.62
"Apr 01, 2016",78.15
"Mar 31, 2016",79.13
"Mar 30, 2016",78.54
"Mar 29, 2016",77.31
"Mar 28, 2016",77.98
"Mar 23, 2016",78.47
"Mar 22, 2016",78.56
"Mar 21, 2016",78.01
"Mar 18, 2016",76.98
"Mar 17, 2016",76.16
"Mar 16, 2016",76.1
"Mar 15, 2016",75.72
"Mar 14, 2016",76.52
"Mar 11, 2016",75.89
"Mar 10, 2016",75.67
"Mar 09, 2016",76.1
"Mar 08, 2016",75.72
"Mar 04, 2016",75.81
"Mar 03, 2016",75.43
"Mar 02, 2016",74.64
"Mar 01, 2016",72.9
"Feb 29, 2016",70.84
"Feb 26, 2016",71.31
"Feb 25, 2016",70.73
"Feb 24, 2016",71.27
"Feb 23, 2016",71.91
"Feb 22, 2016",73.1
"Feb 19, 2016",72.82
"Feb 18, 2016",72.64
"Feb 17, 2016",71.85
"Feb 16, 2016",71.4
"Feb 15, 2016",72.33
"Feb 12, 2016",70.77
"Feb 11, 2016",70.84
"Feb 10, 2016",73.17
"Feb 09, 2016",73.68
"Feb 08, 2016",74.69
"Feb 05, 2016",75.62
"Feb 04, 2016",74.76
"Feb 03, 2016",74.36
"Feb 02, 2016",75.6
"Feb 01, 2016",76.41
"Jan 29, 2016",76.23
"Jan 28, 2016",75.05
"Jan 27, 2016",75.27
"Jan 25, 2016",75.42
"Jan 22, 2016",75.31
"Jan 21, 2016",73.79
"Jan 20, 2016",74
"Jan 19, 2016",75.21
"Jan 18, 2016",74.56
"Jan 15, 2016",75.51
"Jan 14, 2016",76.22
"Jan 13, 2016",76.63
"Jan 12, 2016",76.2
"Jan 11, 2016",76.67
"Jan 08, 2016",77.06
"Jan 07, 2016",76.89
"Jan 06, 2016",78.52
"Jan 05, 2016",78.98
"Jan 04, 2016",79.03
"Jan 01, 2016",80.51
